363	10	1729918118	1
362	10	1729918118	0
361	10	1729918118	0
360	10	1729918118	0
359	10	1729918118	0
358	10	1729918118	0
357	10	1729918118	0
356	10	1729918118	0
355	10	1729918118	0
354	10	1729918118	0
353	10	1729918118	0
352	10	1729918118	0
351	10	1729918118	0
350	10	1729918118	0
349	10	1729918118	0
348	10	1729918118	0
347	10	1729918118	0
346	10	1729918118	0
345	10	1729918118	0
344	10	1729918118	0
343	10	1729918118	0
342	10	1729918118	0
341	10	1729918118	0
340	10	1729918118	0
339	10	1729918118	0
338	9	1729918112	0
337	9	1729918112	0
336	9	1729918112	0
335	9	1729918112	0
334	9	1729918112	0
333	9	1729918112	0
332	9	1729918112	0
331	9	1729918112	0
330	9	1729918112	0
329	9	1729918112	0
328	9	1729918112	0
327	9	1729918112	0
326	9	1729918112	0
325	9	1729918112	0
324	9	1729918112	0
323	9	1729918112	0
322	9	1729918112	0
321	9	1729918112	0
320	9	1729918112	0
319	9	1729918112	0
318	9	1729918112	0
317	9	1729918112	0
316	9	1729918112	0
315	9	1729918112	0
314	9	1729918112	0
313	9	1729918112	0
312	9	1729918112	0
311	9	1729918112	0
310	9	1729918112	0
309	9	1729918112	0
308	9	1729918112	0
307	9	1729918112	0
306	9	1729918112	0
305	9	1729918112	0
304	9	1729918112	0
303	9	1729918112	0
302	9	1729918112	0
301	9	1729918112	0
300	9	1729918112	0
299	9	1729918112	0
298	9	1729918112	0
297	9	1729918112	0
296	9	1729918112	0
295	9	1729918112	0
294	9	1729918112	0
293	9	1729918112	0
292	9	1729918112	0
291	9	1729918112	0
290	9	1729918112	0
289	9	1729918112	0
288	9	1729918112	0
287	9	1729918112	0
286	8	1729918108	0
285	8	1729918108	0
284	8	1729918108	0
283	8	1729918108	0
282	8	1729918108	0
281	8	1729918108	0
280	8	1729918108	0
279	8	1729918108	0
278	8	1729918108	0
277	8	1729918108	0
276	8	1729918108	0
275	8	1729918108	0
274	8	1729918108	0
273	8	1729918108	0
272	8	1729918108	0
271	8	1729918108	0
270	8	1729918108	0
269	8	1729918108	0
268	8	1729918108	0
267	8	1729918108	0
266	8	1729918108	0
265	7	1729918102	0
264	7	1729918102	0
263	7	1729918087	0
262	7	1729918087	0
261	7	1729918087	0
260	7	1729918087	0
259	7	1729918087	0
258	7	1729918087	0
257	7	1729918087	0
256	7	1729918087	0
255	7	1729918087	0
254	7	1729918087	0
253	7	1729918087	0
252	7	1729918087	0
251	7	1729918087	0
250	7	1729918087	0
249	7	1729918087	0
248	7	1729918087	0
247	7	1729918087	0
246	7	1729918087	0
245	7	1729918087	0
244	7	1729918087	0
243	7	1729918087	0
242	7	1729918087	0
241	7	1729918087	0
240	7	1729918087	0
239	7	1729918087	0
238	7	1729918087	0
237	7	1729918087	0
236	7	1729918087	0
235	7	1729918087	0
234	7	1729918087	0
233	7	1729918087	0
232	7	1729918087	0
231	7	1729918087	0
230	6	1729917578	0
229	6	1729917578	0
228	6	1729917578	0
227	6	1729917578	0
226	6	1729917578	0
225	6	1729917578	0
224	6	1729917578	0
223	6	1729917578	0
222	6	1729917578	0
221	6	1729917578	0
220	6	1729917578	0
219	6	1729917578	0
218	5	1729917572	0
217	5	1729917572	0
216	5	1729917572	0
215	5	1729917572	0
214	5	1729917572	0
213	5	1729917572	0
212	5	1729917572	0
211	5	1729917572	0
210	5	1729917572	0
209	5	1729917572	0
208	5	1729917572	0
207	5	1729917572	0
206	5	1729917572	0
205	5	1729917572	0
204	5	1729917572	0
203	4	1729917567	0
202	4	1729917567	0
201	4	1729917567	0
200	4	1729917567	0
199	4	1729917567	0
198	4	1729917567	0
197	4	1729917567	0
196	4	1729917567	0
195	4	1729917567	0
194	4	1729917567	0
193	4	1729917567	0
192	4	1729917567	0
191	4	1729917567	0
190	4	1729917567	0
189	4	1729917567	0
188	4	1729917567	0
187	4	1729917567	0
186	4	1729917567	0
185	4	1729917567	0
184	4	1729917567	0
183	4	1729917567	0
182	4	1729917567	0
181	4	1729917567	0
180	4	1729917567	0
179	4	1729917567	0
178	4	1729917567	0
177	4	1729917567	0
176	4	1729917567	0
175	4	1729917567	0
174	4	1729917567	0
173	4	1729917567	0
172	4	1729917567	0
171	4	1729917567	0
170	4	1729917567	0
169	4	1729917567	0
168	4	1729917567	0
167	4	1729917567	0
166	4	1729917567	0
165	4	1729917567	0
164	4	1729917567	0
163	4	1729917567	0
162	4	1729917567	0
161	3	1729917557	0
160	3	1729917557	0
159	3	1729917557	0
158	3	1729917557	0
157	3	1729917557	0
156	3	1729917557	0
155	3	1729917557	0
154	3	1729917557	0
153	3	1729917557	0
152	3	1729917557	0
151	3	1729917557	0
150	3	1729917557	0
149	3	1729917557	0
148	3	1729917557	0
147	3	1729917557	0
146	3	1729917557	0
145	3	1729917557	0
144	3	1729917557	0
143	3	1729917557	0
142	3	1729917557	0
141	3	1729917557	0
140	3	1729917557	0
139	3	1729917557	0
138	3	1729917557	0
2	1	1729768668	0
3	1	1729768816	0
4	1	1729768816	0
5	1	1729768816	0
6	1	1729768816	0
7	1	1729768816	0
8	1	1729768816	0
9	1	1729768816	0
10	1	1729768816	0
11	1	1729768816	0
12	1	1729768816	0
13	1	1729768816	0
14	1	1729768816	0
15	1	1729768816	0
16	1	1729768816	0
17	1	1729768816	0
18	1	1729768816	0
19	1	1729768816	0
20	1	1729768816	0
22	1	1729768816	0
23	1	1729768816	0
24	1	1729768816	0
25	1	1729768816	0
26	1	1729768816	0
27	1	1729768816	0
28	1	1729768816	0
29	1	1729768816	0
30	1	1729768816	0
31	1	1729768816	0
32	1	1729768816	0
33	1	1729768816	0
34	1	1729768816	0
35	1	1729768816	0
36	1	1729768816	0
37	1	1729768816	0
38	1	1729768816	0
39	1	1729768816	0
40	1	1729768816	0
41	1	1729768816	0
42	1	1729768816	0
43	1	1729768816	0
44	1	1729768816	0
45	1	1729768816	0
46	1	1729768816	0
47	1	1729768816	0
48	1	1729768816	0
49	1	1729768816	0
50	1	1729768816	0
51	1	1729768816	0
55	1	1729768816	0
56	1	1729768816	0
57	1	1729768816	0
58	1	1729768816	0
59	1	1729768816	0
60	1	1729768816	0
61	1	1729768816	0
62	1	1729768816	0
63	1	1729768816	0
64	1	1729768816	0
65	1	1729768816	0
66	1	1729768816	0
67	1	1729768816	0
68	1	1729768816	0
69	1	1729768816	0
70	1	1729768816	0
71	1	1729768816	0
72	1	1729768816	0
73	1	1729768816	0
74	1	1729768816	0
75	1	1729768816	0
76	1	1729768816	0
77	1	1729768816	0
78	1	1729768816	0
79	1	1729768816	0
80	1	1729768816	0
81	1	1729768816	0
82	1	1729768816	0
83	1	1729768816	0
84	1	1729768816	0
85	1	1729768816	0
86	1	1729768816	0
87	1	1729768816	0
88	1	1729768816	0
89	1	1729768816	0
90	1	1729768816	0
91	1	1729768816	0
92	1	1729768816	0
93	1	1729768816	0
94	1	1729768816	0
95	1	1729768816	0
96	1	1729768816	0
97	1	1729768816	0
98	1	1729768816	0
99	1	1729768816	0
100	1	1729768816	1
101	1	1729768816	1
102	1	1729768816	1
103	2	1729768881	0
104	2	1729768881	0
105	2	1729768881	0
106	2	1729768881	0
107	2	1729768881	0
108	2	1729768881	0
109	2	1729768881	0
110	2	1729768881	0
111	2	1729768881	0
112	2	1729768881	0
113	2	1729768881	0
114	2	1729768881	0
115	2	1729768881	0
116	2	1729768881	0
117	2	1729768881	0
118	2	1729768881	0
119	2	1729768881	0
120	2	1729768881	0
121	2	1729768881	0
122	2	1729768881	0
123	2	1729768881	0
124	2	1729768881	0
125	2	1729768881	1
126	1	1729778311	0
127	1	1729778311	0
128	1	1729778311	0
129	1	1729778311	0
130	1	1729778311	0
131	1	1729778311	0
132	1	1729778311	0
133	1	1729778311	0
134	1	1729778311	0
135	1	1729778311	0
136	1	1729778311	0
137	1	1729778311	0
